"","account_id","n_operation","n_credit","n_withdrawal","ratio_credit","ratio_withdrawal","n_collect_bank","n_withdraw_card","n_credit_cash","n_interest","n_remittance_bank","n_withdraw_cash","ratio_collect_bank","ratio_withdraw_card","ratio_credit_cash","ratio_interest","ratio_remittance_bank","ratio_withdraw_cash","amount_min","amount_max","amount_mean","amount_std","balance_last","balance_min","balance_max","balance_mean","balance_std","n_sanctions"
"786",1050,269,95,174,0.353159851301115,0.646840148698885,46,0,3,46,41,133,0.171003717472119,0,0.0111524163568773,0.171003717472119,0.152416356877323,0.494423791821561,-28600,37976,283.034944237918,13949.5635953794,76136.2,1000,83437,42271.2944237918,16211.4150051587,0
"787",1051,180,79,101,0.438888888888889,0.561111111111111,0,0,41,38,0,101,0,0,0.227777777777778,0.211111111111111,0,0.561111111111111,-15100,19332,324.273888888889,8476.42162482662,58369.2,800,61519.5,39175.64,9572.18382091609,0
"788",1052,179,94,85,0.525139664804469,0.474860335195531,0,0,55,39,0,85,0,0,0.307262569832402,0.217877094972067,0,0.474860335195531,-28500,47319,77.0899441340782,7717.22291221814,13798.9,200,77637.1,27184.7525139665,11131.5530901588,0
"789",1053,197,70,127,0.355329949238579,0.644670050761421,0,0,39,31,52,75,0,0,0.197969543147208,0.157360406091371,0.263959390862944,0.380710659898477,-31840,14678,140.465989847716,5558.09136958578,27671.8,700,44893.4,24552.7360406091,6805.50092428016,0
"790",1054,266,101,165,0.379699248120301,0.620300751879699,0,0,55,46,42,123,0,0,0.206766917293233,0.172932330827068,0.157894736842105,0.462406015037594,-18560,14475,97.087969924812,5535.91664457692,25825.1,800,46554.6,29719.7612781955,6000.09706997301,0
"791",1055,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,600,600,600,NA,600,600,600,600,NA,0
"792",1056,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1100,1100,1100,NA,1100,1100,1100,1100,NA,0
"793",1057,186,77,109,0.413978494623656,0.586021505376344,40,0,1,36,36,73,0.21505376344086,0,0.00537634408602151,0.193548387096774,0.193548387096774,0.39247311827957,-8100,4636,86.8177419354839,2727.56009050308,16147.7,1000,26079.7,16899.0274193548,3196.98844278458,0
"794",1058,24,13,11,0.541666666666667,0.458333333333333,0,0,7,6,2,9,0,0,0.291666666666667,0.25,0.0833333333333333,0.375,-16800,36420,3517.65416666667,14791.531384692,84423.6,1000,84438.2,52801.4583333333,22050.8054880565,0
"795",1059,98,35,63,0.357142857142857,0.642857142857143,19,0,1,15,30,33,0.193877551020408,0,0.0102040816326531,0.153061224489796,0.306122448979592,0.336734693877551,-4200,3220,128.935714285714,1720.70008320457,12635.6,1100,17862.4,13897.6948979592,2413.61411611718,0
"796",1060,3,3,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,800,9500,5500,4392.03825119955,16500,800,16500,9200,7907.59128938769,0
"797",1062,228,83,145,0.364035087719298,0.635964912280702,0,0,42,41,37,108,0,0,0.184210526315789,0.179824561403509,0.162280701754386,0.473684210526316,-25200,34764,253.187280701754,13069.5452140259,57726.6,1000,87828.7,49741.4381578947,14203.2957046937,0
"798",1063,10,8,2,0.8,0.2,0,0,5,3,0,2,0,0,0.5,0.3,0,0.2,-4900,11895,2865.47,5223.6431790785,28654.6,200,33451.8,19239.91,10185.7427922508,0
"799",1065,231,115,116,0.497835497835498,0.502164502164502,0,0,70,45,0,116,0,0,0.303030303030303,0.194805194805195,0,0.502164502164502,-22700,35947,168.956277056277,5225.87686355056,39028.6,400,65740.8,31249.0238095238,8685.92040795834,0
"800",1066,12,8,4,0.666666666666667,0.333333333333333,0,0,5,3,0,4,0,0,0.416666666666667,0.25,0,0.333333333333333,-44700,38314,4194.83333333333,23437.8663311912,50338,900,113315.2,49608.8,27833.9147774796,0
"801",1067,18,10,8,0.555555555555556,0.444444444444444,0,0,6,4,1,7,0,0,0.333333333333333,0.222222222222222,0.0555555555555556,0.388888888888889,-36900,49446,3241.58333333333,26956.0162676437,58348.4,1000,127787.6,66222.3388888889,31550.0730925067,0
"802",1069,192,79,113,0.411458333333333,0.588541666666667,41,0,1,37,36,77,0.213541666666667,0,0.00520833333333333,0.192708333333333,0.1875,0.401041666666667,-3520,4621,103.635416666667,2643.60622898387,19897.7,700,23805,16658.721875,3295.44248543453,0
"803",1070,36,18,18,0.5,0.5,0,0,10,8,4,14,0,0,0.277777777777778,0.222222222222222,0.111111111111111,0.388888888888889,-16800,24626,870.936111111111,10964.0089859022,31353.6,200,52504.1,34952.275,11232.5100022944,0
"804",1071,41,21,20,0.51219512195122,0.48780487804878,0,0,13,8,0,20,0,0,0.317073170731707,0.195121951219512,0,0.48780487804878,-42600,46304,1979.28536585366,18722.0994186891,81150.6,800,104417.9,47302.5463414634,26552.7395045982,0
"805",1073,188,85,103,0.452127659574468,0.547872340425532,0,0,51,34,30,73,0,0,0.271276595744681,0.180851063829787,0.159574468085106,0.388297872340426,-11200,8647.5,229.392021276596,3569.17959100179,43125.6,1000,53377.5,28871.1207446809,7731.18261041328,0
"806",1074,27,15,12,0.555555555555556,0.444444444444444,0,0,8,7,0,12,0,0,0.296296296296296,0.259259259259259,0,0.444444444444444,-22300,33016,2775.34074074074,15320.9914210049,74934.1,1000,75161,50069.2222222222,17084.9475407072,0
"807",1075,97,44,53,0.45360824742268,0.54639175257732,0,0,27,17,25,28,0,0,0.278350515463918,0.175257731958763,0.257731958762887,0.288659793814433,-9100,9171,305.534020618557,3733.75472050496,29636.7,800,37585.9,25940.612371134,5544.88652204401,0
"808",1076,161,58,103,0.360248447204969,0.639751552795031,0,0,32,26,43,60,0,0,0.198757763975155,0.161490683229814,0.267080745341615,0.372670807453416,-12400,17966,279.64099378882,6291.44279537166,45022.1,200,54787.3,30482.8664596273,7950.23387659087,0
"809",1077,241,122,119,0.506224066390041,0.493775933609959,0,0,76,46,0,119,0,0,0.315352697095436,0.190871369294606,0,0.493775933609959,-29300,45544,204.758506224066,6707.9009991033,49346.9,1000,83557.9,33782.256846473,12894.0672092555,0
"810",1078,20,13,7,0.65,0.35,6,0,1,6,1,6,0.3,0,0.05,0.3,0.05,0.3,-5700,6722,1140.395,4163.09970290041,22807.8,800,25991.3,18922.655,7037.66454888305,0
"811",1079,226,84,142,0.371681415929204,0.628318584070796,39,0,6,39,35,107,0.172566371681416,0,0.0265486725663717,0.172566371681416,0.154867256637168,0.473451327433628,-42600,40524,182.091150442478,15018.2147855525,41152.2,700,81879.4,39096.9283185841,14300.1378044019,0
"812",1080,204,74,130,0.362745098039216,0.637254901960784,0,0,38,36,32,98,0,0,0.186274509803922,0.176470588235294,0.156862745098039,0.480392156862745,-39520,36613.5,350.158823529412,13915.1015073613,71446.9,700,84882.5,47589.3965686275,14501.4206214473,0
"813",1081,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,800,800,800,NA,800,800,800,800,NA,0
"814",1082,18,10,8,0.555555555555556,0.444444444444444,6,0,1,3,2,6,0.333333333333333,0,0.0555555555555556,0.166666666666667,0.111111111111111,0.333333333333333,-6300,5190,836.188888888889,3532.10750334179,15066,300,26598.1,17544.4222222222,6684.98392224346,0
"815",1086,17,9,8,0.529411764705882,0.470588235294118,6,0,1,2,5,3,0.352941176470588,0,0.0588235294117647,0.117647058823529,0.294117647058824,0.176470588235294,-1376,2904,902.717647058824,1575.78318949471,15360.8,700,15858.2,12417.2352941176,4594.62774620278,0
"816",1087,21,14,7,0.666666666666667,0.333333333333333,0,0,8,6,0,7,0,0,0.380952380952381,0.285714285714286,0,0.333333333333333,-21800,26812,2114.62380952381,13333.7126066938,44407,900,66052,38169.1523809524,14244.4161158546,0
"817",1088,175,69,106,0.394285714285714,0.605714285714286,36,0,1,32,31,75,0.205714285714286,0,0.00571428571428571,0.182857142857143,0.177142857142857,0.428571428571429,-9350,5600,176.013142857143,3086.0692409785,30816.7,500,33302.5,22880.9211428571,5817.59008711312,0
"818",1089,80,30,50,0.375,0.625,0,0,16,14,19,31,0,0,0.2,0.175,0.2375,0.3875,-19000,19872,489.29125,7611.63564709318,39157.9,500,45743,31061.6425,9020.24577995684,0
"819",1090,7,6,1,0.857142857142857,0.142857142857143,0,0,4,2,0,1,0,0,0.571428571428571,0.285714285714286,0,0.142857142857143,-2900,9477,3272.04285714286,4889.00228876238,22904.3,1000,25724.3,16033.7428571429,9030.32183532369,0
"820",1091,58,47,11,0.810344827586207,0.189655172413793,0,0,29,18,0,11,0,0,0.5,0.310344827586207,0,0.189655172413793,-2900,11500,853.365517241379,2152.84947987559,49495.7,700,49495.7,31999.8603448276,10313.9034372521,0
"821",1092,100,38,62,0.38,0.62,0,8,20,18,14,40,0,0.08,0.2,0.18,0.14,0.4,-15200,17980,225.94,6838.46542470228,22608.6,900,48615.8,30864.368,8404.40877106099,0
"822",1094,13,8,5,0.615384615384615,0.384615384615385,5,0,1,2,1,4,0.384615384615385,0,0.0769230769230769,0.153846153846154,0.0769230769230769,0.307692307692308,-1600,6023,2060.95384615385,3325.58081032857,26807,1000,29593.3,21386.2230769231,8942.33956413289,0
"823",1097,27,14,13,0.518518518518518,0.481481481481481,0,0,8,6,5,8,0,0,0.296296296296296,0.222222222222222,0.185185185185185,0.296296296296296,-20000,28545,1694.76666666667,11997.2112443492,45758.5,1000,65744.1,42594.8481481482,14560.062081212,0
"824",1098,206,70,136,0.339805825242718,0.660194174757282,36,0,1,33,64,72,0.174757281553398,0,0.00485436893203883,0.160194174757282,0.310679611650485,0.349514563106796,-13850,5784,58.6766990291262,3249.21227089091,12087.2,600,33810,21870.6606796117,5951.69208288046,0
"825",1100,4,4,0,1,0,3,0,1,0,0,0,0.75,0,0.25,0,0,0,700,3239,2604.25,1269.5,10417,700,10417,5558.5,4181.53101945527,0
"826",1102,46,23,23,0.5,0.5,0,0,13,10,5,18,0,0,0.282608695652174,0.217391304347826,0.108695652173913,0.391304347826087,-9200,10782,487.271739130435,4686.94920346383,22414.5,700,37831.9,24230.0934782609,6327.7413221606,0
"827",1103,77,38,39,0.493506493506494,0.506493506493506,0,0,20,18,0,39,0,0,0.25974025974026,0.233766233766234,0,0.506493506493506,-27700,31444,602.085714285714,14880.5389278529,46360.2,20963,76016.5,55026.9779220779,13283.4604430078,0
"828",1104,59,26,33,0.440677966101695,0.559322033898305,0,0,14,12,8,25,0,0,0.23728813559322,0.203389830508475,0.135593220338983,0.423728813559322,-16600,24128,681.913559322034,9546.63307547452,40232.8,800,58889.6,37870.5796610169,9747.36005808716,0
"829",1105,169,60,109,0.355029585798817,0.644970414201183,0,0,32,28,48,61,0,0,0.189349112426035,0.165680473372781,0.284023668639053,0.36094674556213,-8200,13173,72.2195266272189,4704.5373441027,12204.7,500,42426.3,21865.7846153846,6937.79617962361,0
"830",1106,51,26,25,0.509803921568627,0.490196078431373,0,0,12,14,0,25,0,0,0.235294117647059,0.274509803921569,0,0.490196078431373,-18000,23844,435.792156862745,8933.30971391551,22225.5,800,49563,23979.0117647059,13015.0266748654,0
"831",1107,216,81,135,0.375,0.625,40,0,1,40,36,99,0.185185185185185,0,0.00462962962962963,0.185185185185185,0.166666666666667,0.458333333333333,-8700,6390,143.401388888889,3327.3853165075,30974.3,800,37690.1,28256.8356481481,5618.20626506506,0
"832",1108,100,39,61,0.39,0.61,21,0,1,17,33,28,0.21,0,0.01,0.17,0.33,0.28,-5700,4730,363.633,2539.6901513491,36363.3,1000,36859.1,26480.189,5768.59230332661,0
"833",1109,120,54,66,0.45,0.55,0,0,28,26,0,66,0,0,0.233333333333333,0.216666666666667,0,0.55,-22400,26881.5,441.116666666667,12027.7628380534,52934.3,600,78151,47955.0825,11295.8331883235,0
"834",1111,43,21,22,0.488372093023256,0.511627906976744,0,0,11,10,5,17,0,0,0.255813953488372,0.232558139534884,0.116279069767442,0.395348837209302,-25000,31050,1057.34651162791,14194.1964402181,45465.9,400,72050.8,44693.4186046512,13378.9389050078,0
"835",1112,106,48,58,0.452830188679245,0.547169811320755,0,0,25,23,0,58,0,0,0.235849056603774,0.216981132075472,0,0.547169811320755,-45440,28228,546.391509433962,12869.3112804223,57917.3,900,76649.6,49124.0377358491,13213.6373142545,0
"836",1113,10,9,1,0.9,0.1,0,0,6,3,0,1,0,0,0.6,0.3,0,0.1,-3900,12703.5,3929.27,5321.05919427702,39292.7,1100,43054.7,25610.26,13686.6854662316,0
"837",1114,202,83,119,0.410891089108911,0.589108910891089,0,0,45,38,36,83,0,0,0.222772277227723,0.188118811881188,0.178217821782178,0.410891089108911,-61100,49695,97.3361386138614,16742.5388711204,19661.5,300,141340.3,38489.6252475248,29620.6633555277,0
"838",1115,225,87,138,0.386666666666667,0.613333333333333,45,0,1,41,40,98,0.2,0,0.00444444444444444,0.182222222222222,0.177777777777778,0.435555555555556,-3840,3440,77.1257777777778,1900.70772699005,17353,300,21514.1,17017.9568888889,2486.92173496802,0
"839",1116,224,92,132,0.410714285714286,0.589285714285714,0,0,51,41,37,95,0,0,0.227678571428571,0.183035714285714,0.165178571428571,0.424107142857143,-14240,18194,217.859821428571,7128.34088256305,53714.8,900,62550.1,34260.9691964286,8835.12609878453,0
"840",1117,5,5,0,1,0,4,0,1,0,0,0,0.8,0,0.2,0,0,0,400,5370,4376,2222.65156963479,21880,400,21880,11140,8490.7155175521,0
"841",1118,256,92,164,0.359375,0.640625,0,0,50,42,76,88,0,0,0.1953125,0.1640625,0.296875,0.34375,-20100,11307,74.3484375,4218.99887318296,19047.7,200,39094.5,22986.568359375,6884.95721912285,0
"842",1120,216,73,143,0.337962962962963,0.662037037037037,38,0,1,34,68,75,0.175925925925926,0,0.00462962962962963,0.157407407407407,0.314814814814815,0.347222222222222,-9200,5428,81.6064814814815,2758.12440702173,17641.3,900,29184.5,18794.3375,4324.10694684463,0
"843",1121,32,18,14,0.5625,0.4375,0,0,10,8,0,14,0,0,0.3125,0.25,0,0.4375,-19400,26817,1632.834375,12649.6351133811,52250.6,800,69936,45103.828125,14187.9519250401,0
"844",1122,75,34,41,0.453333333333333,0.546666666666667,0,0,18,16,0,41,0,0,0.24,0.213333333333333,0,0.546666666666667,-14200,14376,465.554666666667,6227.21731503951,34916.4,500,44614.9,27643.2733333333,7427.36501461725,0
"845",1123,246,79,167,0.321138211382114,0.678861788617886,0,0,41,38,68,99,0,0,0.166666666666667,0.154471544715447,0.276422764227642,0.402439024390244,-14200,24345,100.421544715447,8236.85674463109,24718.2,400,58965.2,36258.5605691057,8913.32494825436,0
"846",1124,45,19,26,0.422222222222222,0.577777777777778,0,0,13,6,6,20,0,0,0.288888888888889,0.133333333333333,0.133333333333333,0.444444444444444,-63600,46218,724.442222222222,22690.314329101,32614.6,900,136665.4,61737.9177777778,31187.2854669633,0
"847",1126,257,116,141,0.45136186770428,0.54863813229572,0,0,71,45,41,100,0,0,0.276264591439689,0.175097276264591,0.159533073929961,0.389105058365759,-6300,8300,196.872762645914,2854.22614919344,50610.6,1100,58185.7,33355.1038910506,10634.6373086141,0
"848",1127,270,96,174,0.355555555555556,0.644444444444444,0,15,49,47,43,116,0,0.0555555555555556,0.181481481481481,0.174074074074074,0.159259259259259,0.42962962962963,-29900,34995,211.518148148148,13143.3273035024,57124.2,600,90332.4,56092.2251851852,13145.4586211486,0
"849",1128,185,71,114,0.383783783783784,0.616216216216216,37,0,1,33,33,81,0.2,0,0.00540540540540541,0.178378378378378,0.178378378378378,0.437837837837838,-11850,6189,196.633513513514,3393.5859849327,36391.7,400,44510.1,32392.3059459459,5723.72506809399,0
"850",1129,139,45,94,0.323741007194245,0.676258992805755,0,0,23,22,35,59,0,0,0.165467625899281,0.158273381294964,0.251798561151079,0.424460431654676,-31040,36884,299.326618705036,13289.0647324073,41621,600,79630.7,44924.6769784173,14478.7767254692,0
"851",1132,272,96,176,0.352941176470588,0.647058823529412,47,0,2,47,0,176,0.172794117647059,0,0.00735294117647059,0.172794117647059,0,0.647058823529412,-61200,72147,175.587132352941,27239.7883029095,47789.9,1000,143674.4,66595.2514705882,24593.5085983591,0
"852",1133,199,77,122,0.386934673366834,0.613065326633166,38,0,1,38,67,55,0.190954773869347,0,0.0050251256281407,0.190954773869347,0.336683417085427,0.276381909547739,-9700,4498,81.0698492462312,2458.45797808208,16147.3,900,24113.8,15951.5291457286,3123.10463319007,0
"853",1134,304,100,204,0.328947368421053,0.671052631578947,0,0,54,46,83,121,0,0,0.177631578947368,0.151315789473684,0.273026315789474,0.398026315789474,-11400,17955,57.1792763157895,6116.35709664352,17397,400,51583.3,25270.6023026316,7214.99195410386,0
"854",1135,77,31,46,0.402597402597403,0.597402597402597,17,0,1,13,13,33,0.220779220779221,0,0.012987012987013,0.168831168831169,0.168831168831169,0.428571428571429,-3800,5106,339.001298701299,2760.40174771972,26117.6,500,31483.9,23117.1857142857,5048.99056810041,0
"855",1136,284,83,201,0.292253521126761,0.707746478873239,41,0,1,41,73,128,0.144366197183099,0,0.00352112676056338,0.144366197183099,0.257042253521127,0.450704225352113,-30800,46227,121.808450704225,15166.3749553064,34608,900,99017.6,46980.9964788732,16484.0338268325,0
"856",1137,46,21,25,0.456521739130435,0.543478260869565,12,0,1,8,7,18,0.260869565217391,0,0.0217391304347826,0.173913043478261,0.152173913043478,0.391304347826087,-2500,3182,336.171739130435,1894.79432688183,15478.4,900,19290.7,15869.3608695652,3640.83434811786,0
"857",1139,17,13,4,0.764705882352941,0.235294117647059,0,0,9,4,0,4,0,0,0.529411764705882,0.235294117647059,0,0.235294117647059,-21400,45135,2519.68823529412,12943.7673557046,42834.6,900,76235,36380.6352941176,18347.4655692531,0
"858",1142,65,33,32,0.507692307692308,0.492307692307692,14,0,5,14,9,23,0.215384615384615,0,0.0769230769230769,0.215384615384615,0.138461538461538,0.353846153846154,-5400,7800,281.030769230769,2177.34869644562,18281.5,600,26922,17130.2446153846,4604.5938031706,0
"859",1144,228,91,137,0.399122807017544,0.600877192982456,47,0,1,43,43,94,0.206140350877193,0,0.0043859649122807,0.18859649122807,0.18859649122807,0.412280701754386,-5220,3375,73.4578947368421,1916.04424000937,16762.9,200,22123.1,16611.1925438596,2783.29851314806,0
"860",1145,239,85,154,0.355648535564854,0.644351464435146,42,0,1,42,74,80,0.175732217573222,0,0.00418410041841004,0.175732217573222,0.309623430962343,0.334728033472803,-4050,2921,74.618410041841,1442.9786476448,17848.3,900,21791.4,16159.0393305439,2836.67628853304,0
"861",1146,256,80,176,0.3125,0.6875,0,0,41,39,70,106,0,0,0.16015625,0.15234375,0.2734375,0.4140625,-22500,32588,248.79375,11437.540259567,63705.6,1100,90592.8,56077.994921875,15730.8486720368,0
"862",1147,219,90,129,0.410958904109589,0.589041095890411,0,3,46,44,0,126,0,0.0136986301369863,0.210045662100457,0.200913242009132,0,0.575342465753425,-34560,34004,230.364840182648,14851.9129901309,50464.7,400,85935.3,56344.898173516,13986.4882213007,0
"863",1149,31,24,7,0.774193548387097,0.225806451612903,0,0,12,12,0,7,0,0,0.387096774193548,0.387096774193548,0,0.225806451612903,-8200,21611,1185.78064516129,5068.64369586312,36759.4,200,46817.3,31569.4419354839,9136.15730124995,0
"864",1151,97,38,59,0.391752577319588,0.608247422680412,0,4,20,18,13,42,0,0.0412371134020619,0.206185567010309,0.185567010309278,0.134020618556701,0.43298969072165,-26100,36022,661.803092783505,14101.2143694291,64209.4,300,89750.7,51335.7195876289,13640.6858088117,0
"865",1152,215,85,130,0.395348837209302,0.604651162790698,44,0,1,40,40,90,0.204651162790698,0,0.00465116279069767,0.186046511627907,0.186046511627907,0.418604651162791,-3990,3279,69.6209302325581,1859.73071316641,14983.1,800,25659.3,17897.8274418605,3479.1292948147,0
"866",1153,233,76,157,0.32618025751073,0.67381974248927,0,0,40,36,62,95,0,0,0.171673819742489,0.15450643776824,0.266094420600858,0.407725321888412,-12700,18018,141.048497854077,6082.09109397034,32878.6,200,44578.3,23771.6686695279,6394.28273804477,0
"867",1155,7,7,0,1,0,3,0,1,3,0,0,0.428571428571429,0,0.142857142857143,0.428571428571429,0,0,19,5959,2722.11428571429,3051.55122925405,19054.8,1100,19054.8,11345.8,6655.73371462531,0
"868",1157,212,97,115,0.457547169811321,0.542452830188679,0,0,52,45,0,115,0,0,0.245283018867925,0.212264150943396,0,0.542452830188679,-9000,11200,225.158962264151,3821.45005624616,47748.1,700,48053.6,29803.2485849057,6514.23907245704,0
"869",1158,176,67,109,0.380681818181818,0.619318181818182,33,0,1,33,28,81,0.1875,0,0.00568181818181818,0.1875,0.159090909090909,0.460227272727273,-7550,6340,176.023863636364,3256.57099865116,30994.2,200,35227.9,26673.6198863636,5053.62396760435,0
"870",1159,191,76,115,0.397905759162304,0.602094240837696,0,0,42,34,30,85,0,0,0.219895287958115,0.178010471204188,0.157068062827225,0.445026178010471,-13760,16311,155.162303664921,6293.8386714262,29650.3,400,47314.9,30633.3638743455,7229.07922823572,0
"871",1160,21,11,10,0.523809523809524,0.476190476190476,5,0,1,5,2,8,0.238095238095238,0,0.0476190476190476,0.238095238095238,0.0952380952380952,0.380952380952381,-26000,42630,2735.04285714286,18342.1674521189,57465.8,1000,98215.9,57133.8047619048,25849.9052968957,0
"872",1161,216,89,127,0.412037037037037,0.587962962962963,44,0,1,44,40,87,0.203703703703704,0,0.00462962962962963,0.203703703703704,0.185185185185185,0.402777777777778,-5500,5921,72.0189814814815,3344.41704791466,15570.4,600,32353.9,21895.9324074074,4926.90874473486,0
"873",1164,223,124,99,0.556053811659193,0.443946188340807,0,0,88,36,0,99,0,0,0.394618834080717,0.161434977578475,0,0.443946188340807,-24800,43543,149.210313901345,6746.06965910698,33288.4,300,72224.6,34493.3107623318,12675.6936909192,0
"874",1166,54,20,34,0.37037037037037,0.62962962962963,9,0,2,9,5,29,0.166666666666667,0,0.037037037037037,0.166666666666667,0.0925925925925926,0.537037037037037,-15900,27946,352.474074074074,10176.8112241393,19048.1,200,62441.6,36845.5888888889,12658.2467643,0
"875",1168,209,55,154,0.263157894736842,0.736842105263158,0,0,29,26,88,66,0,0,0.138755980861244,0.124401913875598,0.421052631578947,0.315789473684211,-8400,14593.5,79.9143540669857,4505.66860623549,16716.8,400,42586.2,25600.671291866,7115.77918741691,0
"876",1169,218,79,139,0.362385321100917,0.637614678899083,0,0,47,32,60,79,0,0,0.215596330275229,0.146788990825688,0.275229357798165,0.362385321100917,-58500,49116,127.209174311927,13951.0110495614,27831.4,1000,121569.3,38695.1435779817,24389.0777605587,0
"877",1170,41,20,21,0.48780487804878,0.51219512195122,9,0,2,9,5,16,0.219512195121951,0,0.0487804878048781,0.219512195121951,0.121951219512195,0.390243902439024,-23400,34190,838.285365853659,14861.3030766074,34384.3,200,69941.5,39983.1682926829,14015.9275962107,0
"878",1173,4,4,0,1,0,3,0,1,0,0,0,0.75,0,0.25,0,0,0,400,3453,2689.75,1526.5,10759,400,10759,5579.5,4457.80383148474,0
"879",1174,147,44,103,0.299319727891156,0.700680272108844,0,0,23,21,48,55,0,0,0.156462585034014,0.142857142857143,0.326530612244898,0.374149659863946,-23500,32856,548.520408163265,11061.2780224897,80646.9,900,80646.9,46921.5537414966,13147.5143842481,0
"880",1176,3,3,0,1,0,2,0,1,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,1100,4556,3404,1995.32253031935,10212,1100,10212,5656,4556,0
"881",1179,211,91,120,0.431279620853081,0.568720379146919,47,0,1,43,42,78,0.222748815165877,0,0.004739336492891,0.203791469194313,0.199052132701422,0.369668246445498,-3840,4212,120.74644549763,2493.03997951328,25492,700,27872,17508.1691943128,4028.3735797405,0
"882",1180,214,90,124,0.420560747663551,0.579439252336449,0,0,47,43,0,124,0,0,0.219626168224299,0.200934579439252,0,0.579439252336449,-44000,22809,212.363551401869,10203.6398688149,45445.6,500,65881,40007.2831775701,9936.93778932039,0
"883",1183,112,49,63,0.4375,0.5625,0,0,30,19,30,33,0,0,0.267857142857143,0.169642857142857,0.267857142857143,0.294642857142857,-5040,10900,293.421428571429,2823.27228993951,32878,700,37093.2,28364.5383928571,5564.35025455439,0
"884",1184,171,63,108,0.368421052631579,0.631578947368421,31,0,1,31,0,108,0.181286549707602,0,0.00584795321637427,0.181286549707602,0,0.631578947368421,-40800,56686,348.945614035088,21845.4933983815,59669.5,700,109565.6,59060.9304093567,20030.814068242,0
"885",1187,10,7,3,0.7,0.3,5,0,1,1,1,2,0.5,0,0.1,0.1,0.1,0.2,-2288,6220,2893.36,3603.57487170726,28948.2,1000,32100,21585.58,10842.3615756593,0
"886",1188,18,13,5,0.722222222222222,0.277777777777778,0,0,8,5,1,4,0,0,0.444444444444444,0.277777777777778,0.0555555555555556,0.222222222222222,-4421,9948,1788.25,4298.96913515322,32203,800,40387.1,25144.0166666667,10446.3708689134,0
"887",1189,258,87,171,0.337209302325581,0.662790697674419,45,0,1,41,80,91,0.174418604651163,0,0.00387596899224806,0.158914728682171,0.310077519379845,0.352713178294574,-4290,3433,107.888759689922,1694.36247735222,27849.4,600,29425.4,20675.653875969,4540.06639695064,0
"888",1190,10,8,2,0.8,0.2,0,0,5,3,0,2,0,0,0.5,0.3,0,0.2,-12000,18561,3511.81,8995.18038166983,35118,500,46978.6,25809.14,13150.8643163524,0
"889",1192,32,18,14,0.5625,0.4375,0,0,10,8,0,14,0,0,0.3125,0.25,0,0.4375,-13300,17416,1267.990625,8251.24715571822,40575.6,200,52499.3,36317.75625,11339.6082208291,0
"890",1193,193,76,117,0.393782383419689,0.606217616580311,0,0,40,36,32,85,0,0,0.207253886010363,0.186528497409326,0.16580310880829,0.440414507772021,-24320,21610.5,151.99170984456,8377.12393111279,29348.8,200,53668.5,31806.2917098446,8742.16143401438,0
"891",1194,186,66,120,0.354838709677419,0.645161290322581,0,0,34,32,27,93,0,0,0.182795698924731,0.172043010752688,0.145161290322581,0.5,-32800,33198,217.42311827957,12825.0760361711,40454.9,500,76569.4,51608.9338709677,11687.838342426,0
"892",1195,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,800,800,800,NA,800,800,800,800,NA,0
"893",1196,27,18,9,0.666666666666667,0.333333333333333,0,0,7,11,0,9,0,0,0.259259259259259,0.407407407407407,0,0.333333333333333,-18800,35177,882.885185185185,11193.4765965822,23838.1,800,58831.6,30611.6407407407,12945.8319090699,0
"894",1197,236,99,137,0.419491525423729,0.580508474576271,40,0,19,40,35,102,0.169491525423729,0,0.0805084745762712,0.169491525423729,0.148305084745763,0.432203389830508,-4470,10000,145.004661016949,2203.6053935514,34235.3,1000,39820,27838.111440678,4801.10355316895,0
"895",1200,336,89,247,0.264880952380952,0.735119047619048,0,0,45,44,119,128,0,0,0.133928571428571,0.130952380952381,0.354166666666667,0.380952380952381,-25500,35072,128.544642857143,11225.9907475585,43205.4,300,76903.4,49895.1967261905,11907.9174206381,0
"896",1201,275,86,189,0.312727272727273,0.687272727272727,0,0,45,41,72,117,0,0,0.163636363636364,0.149090909090909,0.261818181818182,0.425454545454545,-21280,22620,183.992363636364,7522.30516289392,50612.3,600,62052,34559.7774545455,10007.2701633166,0
"897",1203,128,35,93,0.2734375,0.7265625,0,0,18,17,49,44,0,0,0.140625,0.1328125,0.3828125,0.34375,-24800,30934,476.13984375,10024.4343768593,82560.2,1000,83209.2,48034.5578125,14523.3698883542,0
"898",1204,240,75,165,0.3125,0.6875,0,0,38,37,66,99,0,0,0.158333333333333,0.154166666666667,0.275,0.4125,-45120,35427,284.1775,12514.9893276572,68216.9,800,93537,52473.1991666667,14594.2135261902,0
"899",1205,136,55,81,0.404411764705882,0.595588235294118,27,0,1,27,22,59,0.198529411764706,0,0.00735294117647059,0.198529411764706,0.161764705882353,0.433823529411765,-6200,5239,138.263970588235,2855.57327340823,18818.4,1100,34023.8,25143.0441176471,5977.84132595835,0
