"","client_id","district_id","birth_year","birth_month","birth_day","gender"
"872",918,26,1964,12,23,1
"873",921,7,1954,2,13,0
"874",922,22,1972,8,16,0
"875",923,22,1978,8,22,1
"876",924,1,1953,7,12,1
"877",925,54,1959,8,13,1
"878",926,1,1981,1,22,1
"879",927,1,1974,10,26,1
"880",928,66,1951,10,10,0
"881",929,30,1935,4,23,1
"882",930,68,1959,8,25,0
"883",931,16,1968,6,7,1
"884",932,3,1947,9,27,1
"885",933,33,1978,3,11,0
"886",934,33,1982,8,19,1
"887",935,42,1946,5,17,0
"888",936,42,1943,7,30,1
"889",937,1,1931,11,14,1
"890",938,59,1944,8,7,0
"891",939,21,1952,8,3,1
"892",940,53,1960,8,11,1
"893",941,10,1935,10,5,1
"894",942,12,1931,9,2,0
"895",943,12,1936,9,26,1
"896",944,39,1970,12,18,1
"897",945,39,1977,1,10,0
"898",946,54,1951,8,6,1
"899",948,49,1924,4,22,1
"900",949,3,1976,7,27,1
"901",950,76,1965,4,12,0
"902",951,76,1960,9,17,1
"903",952,63,1951,5,1,0
"904",953,25,1937,10,17,1
"905",954,1,1942,10,20,0
"906",955,57,1970,1,28,1
"907",956,1,1966,10,21,1
"908",957,56,1941,12,23,0
"909",958,56,1942,5,4,1
"910",959,11,1962,9,12,0
"911",960,16,1957,4,13,0
"912",961,15,1931,10,4,0
"913",962,19,1966,2,19,1
"914",963,64,1966,12,17,0
"915",964,10,1953,10,21,0
"916",965,13,1972,12,1,0
"917",966,13,1978,9,2,1
"918",967,76,1979,6,20,1
"919",968,69,1957,2,17,1
"920",970,36,1957,3,29,1
"921",971,46,1919,1,1,0
"922",972,46,1917,5,6,1
"923",973,14,1970,10,6,0
"924",974,14,1963,6,24,1
"925",975,1,1959,7,12,0
"926",976,16,1955,11,19,0
"927",977,76,1926,5,10,0
"928",978,56,1968,6,9,0
"929",979,56,1966,11,18,1
"930",980,40,1961,9,30,1
"931",981,5,1960,6,28,1
"932",984,20,1949,7,3,1
"933",985,20,1947,1,13,0
"934",986,74,1955,5,16,1
"935",987,60,1952,5,20,1
"936",988,40,1939,10,1,0
"937",989,40,1933,8,15,1
"938",990,71,1961,12,24,1
"939",991,32,1941,6,27,1
"940",992,19,1948,5,21,1
"941",993,44,1969,10,31,0
"942",994,36,1971,4,27,1
"943",995,36,1973,10,30,0
"944",996,1,1980,6,26,0
"945",997,59,1950,11,11,1
"946",998,59,1953,6,28,0
"947",999,74,1966,9,1,0
"948",1000,74,1961,10,27,1
"949",1001,44,1947,4,14,1
"950",1002,42,1944,3,8,0
"951",1003,31,1937,10,31,0
"952",1004,3,1957,9,25,1
"953",1006,46,1942,6,28,0
"954",1007,46,1938,1,5,1
"955",1008,6,1956,7,6,1
"956",1009,33,1962,4,27,0
"957",1010,33,1955,8,16,1
"958",1011,16,1939,7,13,1
"959",1012,70,1966,2,13,0
"960",1013,70,1973,3,12,1
"961",1014,1,1931,2,8,1
"962",1015,62,1934,3,13,1
"963",1016,62,1940,7,21,0
"964",1017,6,1943,2,12,0
"965",1018,53,1945,2,28,1
"966",1019,14,1946,12,22,0
"967",1020,72,1977,5,10,0
"968",1021,2,1977,8,5,1
"969",1022,31,1940,7,23,1
"970",1023,1,1938,12,28,1
"971",1024,25,1956,3,29,1
"972",1025,15,1964,7,8,1
"973",1026,57,1979,8,12,1
"974",1027,1,1940,11,4,0
"975",1028,1,1934,10,2,1
"976",1029,1,1954,3,16,0
"977",1030,1,1947,10,11,1
"978",1031,2,1968,12,11,0
"979",1032,1,1938,10,30,0
"980",1033,1,1937,10,14,1
"981",1034,52,1974,11,11,0
"982",1035,13,1971,3,28,0
"983",1036,13,1976,12,6,1
"984",1037,1,1965,11,1,0
"985",1038,69,1961,9,23,0
"986",1039,70,1980,10,11,0
"987",1040,1,1960,6,17,1
"988",1041,72,1961,7,5,1
"989",1042,17,1966,9,25,0
"990",1043,17,1963,11,16,1
"991",1044,9,1971,9,13,0
"992",1045,60,1947,12,24,0
"993",1046,1,1975,8,24,1
"994",1047,16,1963,7,11,0
"995",1048,70,1974,10,3,0
"996",1049,1,1942,11,11,1
"997",1050,27,1971,7,1,0
"998",1051,73,1971,8,26,0
"999",1052,56,1964,3,11,1
"1000",1053,56,1958,6,3,0
"1001",1054,63,1924,8,20,1
"1002",1055,4,1919,5,17,1
"1003",1056,1,1963,6,19,1
"1004",1057,52,1939,2,21,1
"1005",1058,9,1975,8,1,0
"1006",1059,26,1960,6,3,1
"1007",1060,26,1957,12,17,0
"1008",1062,16,1975,1,8,1
"1009",1063,16,1976,6,12,0
"1010",1064,1,1951,2,3,0
"1011",1065,2,1957,11,26,1
"1012",1066,1,1940,10,18,1
"1013",1067,1,1952,5,14,1
"1014",1068,13,1926,10,20,0
"1015",1069,54,1938,2,21,0
"1016",1070,54,1938,12,2,1
"1017",1071,43,1925,1,25,1
"1018",1072,60,1966,12,8,0
"1019",1073,34,1924,4,10,1
"1020",1074,34,1928,8,25,0
"1021",1075,65,1934,6,4,0
"1022",1076,53,1979,5,11,0
"1023",1077,46,1920,6,23,1
"1024",1078,24,1978,12,15,0
"1025",1079,3,1961,7,15,1
"1026",1080,54,1950,10,6,0
"1027",1081,71,1970,12,16,1
"1028",1082,9,1967,2,23,1
"1029",1083,48,1937,12,15,1
"1030",1084,48,1944,4,9,0
"1031",1085,60,1932,12,19,0
"1032",1086,74,1973,5,4,1
"1033",1087,74,1978,7,30,0
"1034",1088,47,1969,8,23,0
"1035",1089,1,1939,12,9,1
"1036",1090,35,1939,6,20,0
"1037",1091,59,1940,6,27,0
"1038",1092,41,1962,7,20,0
"1039",1093,62,1976,7,28,0
"1040",1094,30,1960,10,4,0
"1041",1095,30,1954,2,16,1
"1042",1096,1,1926,3,3,0
"1043",1097,1,1930,9,2,1
"1044",1098,60,1948,9,10,0
"1045",1099,65,1979,11,21,0
"1046",1100,59,1951,7,4,1
"1047",1101,74,1946,6,22,1
"1048",1102,72,1935,1,29,1
"1049",1103,1,1951,8,18,1
"1050",1104,1,1955,2,9,0
"1051",1105,56,1942,1,3,1
"1052",1106,56,1940,2,25,0
"1053",1107,60,1961,4,26,1
"1054",1108,62,1955,12,22,0
"1055",1109,58,1931,9,1,0
"1056",1110,10,1928,3,24,0
"1057",1111,61,1979,6,4,1
"1058",1112,13,1930,7,25,0
"1059",1113,11,1976,8,20,1
"1060",1114,59,1980,6,18,1
"1061",1115,36,1920,8,24,0
"1062",1116,69,1973,4,19,0
"1063",1117,20,1976,11,1,0
"1064",1118,20,1969,11,3,1
"1065",1119,54,1980,1,5,0
"1066",1120,41,1973,10,21,0
"1067",1121,59,1939,3,2,1
"1068",1122,20,1921,2,18,1
"1069",1123,20,1922,8,26,0
"1070",1124,21,1928,4,12,1
"1071",1125,9,1934,3,30,0
"1072",1126,9,1935,10,23,1
"1073",1127,23,1974,11,12,1
"1074",1128,7,1930,7,16,1
"1075",1129,43,1931,9,24,1
"1076",1130,70,1940,11,26,0
"1077",1131,55,1947,10,28,0
"1078",1132,55,1948,3,21,1
"1079",1133,37,1958,9,15,0
"1080",1134,37,1959,10,1,1
"1081",1135,8,1952,7,21,1
"1082",1136,9,1976,9,18,0
"1083",1137,1,1977,3,5,0
"1084",1138,70,1970,9,30,0
"1085",1139,70,1973,9,22,1
"1086",1140,18,1946,2,24,1
"1087",1141,21,1941,4,22,0
"1088",1142,59,1946,11,19,0
"1089",1143,59,1946,5,15,1
"1090",1145,58,1968,9,14,0
"1091",1146,54,1965,11,14,1
"1092",1147,3,1930,5,12,1
"1093",1148,41,1941,5,15,1
"1094",1149,14,1976,9,25,0
"1095",1150,74,1945,6,24,0
"1096",1151,59,1973,3,6,1
"1097",1152,74,1981,3,12,1
"1098",1153,70,1980,11,15,0
"1099",1154,72,1924,1,31,1
"1100",1155,72,1922,7,10,0
"1101",1156,1,1933,11,11,0
"1102",1157,4,1958,12,30,0
"1103",1158,1,1954,8,21,0
"1104",1159,64,1944,2,3,1
"1105",1160,64,1938,7,28,0
"1106",1161,7,1973,5,25,1
"1107",1162,26,1975,2,19,0
"1108",1163,20,1964,8,28,1
"1109",1164,15,1959,9,14,0
"1110",1165,15,1942,10,2,0
"1111",1166,74,1959,6,27,1
"1112",1167,74,1954,3,17,0
"1113",1168,19,1978,5,31,1
"1114",1169,18,1941,1,24,0
"1115",1170,12,1977,4,28,1
"1116",1171,46,1974,3,28,0
"1117",1172,54,1923,6,13,0
"1118",1173,54,1922,6,2,1
"1119",1174,29,1970,3,13,0
"1120",1175,1,1925,10,25,1
"1121",1176,1,1918,8,31,0
"1122",1177,77,1939,6,21,0
"1123",1178,1,1971,10,4,0
"1124",1179,1,1930,10,5,0
"1125",1180,21,1944,10,6,1
"1126",1181,1,1939,11,12,1
"1127",1182,66,1946,10,16,0
"1128",1183,54,1942,11,29,1
"1129",1186,2,1947,8,5,0
"1130",1187,32,1961,9,6,0
"1131",1188,32,1968,9,19,1
"1132",1189,74,1932,2,15,0
"1133",1190,15,1976,4,12,0
"1134",1191,15,1977,6,2,1
"1135",1192,10,1925,1,1,0
"1136",1193,19,1926,1,29,1
"1137",1194,17,1939,6,14,0
"1138",1195,39,1939,1,22,0
"1139",1196,22,1943,4,16,1
"1140",1197,6,1966,10,2,0
"1141",1198,72,1975,2,17,0
"1142",1199,64,1976,10,24,0
"1143",1200,47,1931,11,17,0
"1144",1201,54,1945,9,10,1
"1145",1202,47,1980,10,11,0
"1146",1204,77,1974,11,9,0
"1147",1206,50,1957,6,21,1
"1148",1207,28,1939,9,17,0
"1149",1208,70,1975,9,1,0
"1150",1209,36,1957,4,9,0
"1151",1210,6,1961,10,12,1
"1152",1211,1,1978,7,14,1
"1153",1212,13,1927,9,19,0
"1154",1213,1,1966,4,28,1
"1155",1214,61,1940,11,15,1
"1156",1215,45,1944,5,6,1
"1157",1216,65,1945,6,12,0
"1158",1217,59,1937,4,17,1
"1159",1218,74,1980,5,27,1
"1160",1219,1,1944,7,31,1
"1161",1220,40,1953,12,16,0
"1162",1221,14,1973,5,18,0
"1163",1222,7,1939,11,30,0
"1164",1223,14,1955,8,13,0
"1165",1224,56,1938,5,12,1
"1166",1225,42,1946,8,21,1
"1167",1226,33,1951,4,14,0
"1168",1227,33,1955,10,2,1
"1169",1228,21,1949,8,28,0
"1170",1229,19,1971,2,2,1
"1171",1231,20,1965,9,27,0
"1172",1232,20,1959,4,13,1
"1173",1233,68,1942,10,22,1
"1174",1234,23,1975,1,15,1
"1175",1235,23,1979,7,12,0
"1176",1236,26,1967,4,28,0
"1177",1237,57,1923,11,7,1
"1178",1238,74,1935,9,1,1
"1179",1239,11,1976,9,9,0
"1180",1240,32,1976,8,24,0
"1181",1241,73,1942,12,17,0
"1182",1242,73,1944,8,21,0
"1183",1243,11,1974,10,5,0
"1184",1244,1,1964,5,2,1
"1185",1245,64,1979,8,13,1
"1186",1246,70,1962,11,19,1
"1187",1247,70,1969,10,9,0
"1188",1248,19,1971,6,24,1
"1189",1250,43,1952,8,1,0
"1190",1251,1,1959,5,30,1
"1191",1252,1,1953,8,19,0
"1192",1253,14,1967,8,28,0
"1193",1254,3,1939,8,31,0
"1194",1255,1,1966,8,7,0
"1195",1256,46,1955,11,13,0
"1196",1257,35,1928,9,1,0
"1197",1258,35,1924,9,20,1
"1198",1259,18,1966,9,29,1
"1199",1260,57,1945,1,3,0
"1200",1261,57,1951,9,28,1
"1201",1262,35,1952,4,3,1
"1202",1263,35,1959,2,25,0
"1203",1264,61,1976,10,3,0
"1204",1265,57,1958,12,21,0
"1205",1266,71,1952,11,24,0
"1206",1267,29,1954,2,11,0
"1207",1268,29,1949,3,30,1
"1208",1269,1,1948,12,31,0
"1209",1270,13,1930,5,16,1
"1210",1271,47,1935,11,29,1
"1211",1272,8,1944,4,15,1
"1212",1273,6,1978,6,15,1
"1213",1274,44,1976,1,25,1
"1214",1275,1,1951,10,10,0
"1215",1276,68,1942,4,26,0
"1216",1277,70,1931,4,7,1
"1217",1278,72,1978,9,12,1
"1218",1279,16,1956,7,11,1
"1219",1280,34,1952,5,8,1
"1220",1281,34,1949,12,28,0
"1221",1282,52,1936,11,27,1
"1222",1283,66,1939,2,9,0
"1223",1284,66,1943,8,4,1
"1224",1285,62,1939,11,26,1
"1225",1286,52,1950,3,13,0
"1226",1287,65,1944,8,9,0
"1227",1288,73,1972,5,20,1
"1228",1289,59,1946,9,18,1
"1229",1290,35,1976,1,29,1
"1230",1291,1,1964,4,18,0
"1231",1292,14,1977,4,28,1
"1232",1293,1,1927,1,29,1
"1233",1294,1,1930,5,29,0
"1234",1295,74,1944,2,9,0
"1235",1296,55,1959,8,1,0
"1236",1297,64,1918,1,28,0
"1237",1298,64,1921,3,15,1
"1238",1299,2,1920,10,16,0
"1239",1300,45,1979,10,27,1
"1240",1303,42,1940,8,16,0
"1241",1304,37,1936,7,28,1
"1242",1305,55,1945,4,28,0
"1243",1306,32,1922,10,8,0
"1244",1307,74,1953,4,8,1
"1245",1308,69,1954,2,18,1
"1246",1309,1,1975,6,17,1
"1247",1310,41,1977,9,24,0
"1248",1311,54,1956,12,18,0
"1249",1312,35,1935,4,3,0
"1250",1313,54,1970,11,20,1
"1251",1314,54,1975,6,9,0
"1252",1315,34,1923,2,26,1
"1253",1316,67,1946,11,13,0
"1254",1317,67,1945,5,18,1
"1255",1318,47,1931,3,10,1
"1256",1321,35,1977,11,9,0
"1257",1322,4,1945,9,22,0
"1258",1323,70,1944,1,6,1
"1259",1324,66,1956,8,7,0
"1260",1325,39,1945,9,19,1
"1261",1326,55,1956,5,12,0
"1262",1327,20,1963,12,31,0
"1263",1328,42,1937,6,5,0
"1264",1329,26,1918,2,16,1
"1265",1330,66,1968,9,17,1
"1266",1331,54,1963,11,24,1
"1267",1332,5,1957,11,27,0
"1268",1333,48,1949,4,20,1
"1269",1334,8,1978,2,6,1
"1270",1335,1,1961,1,25,0
"1271",1336,1,1962,11,4,1
"1272",1337,56,1979,3,29,0
"1273",1338,56,1983,7,26,1
"1274",1339,22,1959,5,4,1
"1275",1340,68,1939,3,20,0
"1276",1341,69,1962,6,17,0
"1277",1343,1,1939,8,16,0
"1278",1344,1,1935,2,18,1
"1279",1345,32,1968,5,22,1
"1280",1346,13,1954,8,29,1
"1281",1347,13,1970,3,6,1
"1282",1348,13,1975,6,7,0
"1283",1349,26,1968,1,7,0
"1284",1350,1,1959,4,28,1
"1285",1351,1,1951,9,24,0
"1286",1352,54,1971,4,1,0
"1287",1353,27,1959,2,13,1
"1288",1354,64,1921,1,14,1
"1289",1355,35,1976,2,1,0
"1290",1356,1,1932,9,18,1
"1291",1359,1,1951,9,4,0
"1292",1360,1,1946,8,19,1
"1293",1361,1,1922,9,29,0
"1294",1362,1,1929,1,3,1
"1295",1363,6,1979,12,27,0
"1296",1364,1,1933,12,28,1
"1297",1365,1,1938,2,23,0
"1298",1366,12,1980,3,2,0
"1299",1367,60,1965,10,27,0
"1300",1368,60,1957,12,30,1
"1301",1369,41,1978,10,23,1
"1302",1370,34,1965,1,11,0
"1303",1371,49,1948,10,22,0
"1304",1372,28,1976,12,7,0
"1305",1373,74,1975,2,8,0
"1306",1375,69,1977,1,27,1
"1307",1376,18,1958,9,3,1
"1308",1377,18,1951,7,23,0
"1309",1378,74,1941,11,25,0
"1310",1379,74,1937,2,18,1
"1311",1380,44,1953,7,29,0
"1312",1382,18,1979,11,23,0
"1313",1383,29,1982,10,5,1
"1314",1384,40,1953,4,24,0
"1315",1385,22,1953,8,30,1
"1316",1386,22,1956,8,9,0
"1317",1387,1,1977,2,22,0
"1318",1388,5,1962,9,6,0
"1319",1389,43,1927,3,4,0
"1320",1390,59,1979,5,27,0
"1321",1391,41,1965,11,22,1
"1322",1392,50,1932,2,6,1
"1323",1393,50,1934,5,1,0
"1324",1394,49,1942,8,22,0
"1325",1395,49,1941,10,18,1
"1326",1396,39,1946,3,14,0
"1327",1397,66,1921,12,25,0
"1328",1401,35,1981,7,24,1
"1329",1402,44,1936,11,25,1
"1330",1403,44,1944,1,2,0
"1331",1404,11,1968,12,20,0
"1332",1406,29,1948,11,12,0
"1333",1407,29,1941,8,4,1
"1334",1408,49,1969,8,7,1
"1335",1409,25,1951,4,30,1
"1336",1410,18,1944,2,3,1
"1337",1411,18,1939,8,6,0
"1338",1412,6,1979,11,5,1
"1339",1413,11,1969,7,16,0
"1340",1414,70,1974,11,13,0
"1341",1416,19,1927,12,2,1
"1342",1417,27,1966,11,12,0
"1343",1418,41,1974,6,16,0
"1344",1419,74,1918,1,25,0
"1345",1420,74,1916,1,20,1
"1346",1421,20,1956,2,10,0
"1347",1422,69,1976,2,23,0
"1348",1423,69,1982,4,11,1
"1349",1424,8,1952,1,5,1
"1350",1425,12,1968,8,27,1
"1351",1426,12,1964,4,30,0
"1352",1427,14,1965,12,16,0
"1353",1428,12,1920,4,23,1
"1354",1429,12,1927,9,4,0
"1355",1430,64,1982,5,29,0
"1356",1431,55,1930,11,8,0
"1357",1432,16,1961,8,17,0
"1358",1433,72,1959,7,10,0
"1359",1434,72,1967,3,25,1
"1360",1435,52,1953,6,25,1
"1361",1438,29,1963,10,25,0
"1362",1439,29,1974,9,10,1
"1363",1440,1,1978,1,17,1
"1364",1441,42,1931,12,5,0
"1365",1442,42,1933,4,18,1
"1366",1443,29,1935,1,25,1
"1367",1444,29,1942,7,14,0
"1368",1445,68,1941,7,24,1
"1369",1446,70,1954,7,29,1
"1370",1447,70,1952,6,21,0
"1371",1448,50,1957,10,9,0
"1372",1449,41,1949,6,29,1
"1373",1450,61,1969,3,17,0
"1374",1452,72,1940,5,28,0
"1375",1453,29,1966,3,29,0
"1376",1454,73,1925,10,3,1
"1377",1455,73,1927,9,2,0
"1378",1456,70,1928,4,24,1
"1379",1457,70,1934,10,12,0
"1380",1458,67,1938,4,8,1
"1381",1459,4,1976,9,8,1
"1382",1460,23,1933,3,13,0
"1383",1461,28,1969,12,21,1
"1384",1462,49,1941,3,2,1
"1385",1463,70,1936,1,26,0
"1386",1464,36,1928,4,1,0
"1387",1465,36,1931,1,6,1
"1388",1466,39,1953,8,22,1
"1389",1467,65,1924,9,30,1
"1390",1468,77,1940,4,16,0
"1391",1469,54,1966,9,14,0
"1392",1470,1,1942,5,4,1
"1393",1471,1,1938,9,15,0
"1394",1472,1,1967,9,10,0
"1395",1473,1,1931,12,6,0
"1396",1474,45,1971,12,15,0
"1397",1475,19,1932,3,31,1
"1398",1476,70,1970,11,30,1
"1399",1478,4,1969,8,21,1
"1400",1479,1,1956,6,22,1
"1401",1480,69,1943,5,28,1
"1402",1481,62,1933,11,23,0
"1403",1482,46,1950,3,28,0
"1404",1483,1,1951,5,10,0
"1405",1484,1,1952,6,18,1
"1406",1485,7,1978,5,14,1
"1407",1486,7,1974,9,13,0
"1408",1487,48,1976,8,27,0
"1409",1488,31,1961,1,9,1
"1410",1489,6,1928,1,24,1
"1411",1490,42,1928,4,20,1
"1412",1491,19,1982,4,21,1
"1413",1492,9,1968,5,9,0
"1414",1493,1,1922,12,29,1
"1415",1494,1,1915,3,22,0
"1416",1495,1,1931,2,10,0
"1417",1496,1,1942,6,8,0
"1418",1497,53,1948,8,3,0
"1419",1498,53,1941,2,9,1
"1420",1499,74,1951,11,29,0
"1421",1500,1,1981,12,12,1
"1422",1501,68,1946,1,22,1
"1423",1502,68,1973,1,24,1
"1424",1503,58,1922,9,1,1
"1425",1504,58,1918,1,16,0
"1426",1505,65,1971,6,25,0
"1427",1506,22,1931,6,25,1
"1428",1507,22,1929,11,22,0
"1429",1508,67,1954,6,30,0
"1430",1509,62,1942,4,19,0
"1431",1510,34,1948,1,30,0
"1432",1511,13,1962,3,6,0
"1433",1512,5,1942,8,11,0
"1434",1513,74,1959,8,21,1
"1435",1514,68,1957,8,2,1
"1436",1516,38,1946,10,17,0
"1437",1517,66,1956,10,2,1
"1438",1518,3,1960,7,28,0
"1439",1519,3,1959,7,6,1
"1440",1520,72,1956,11,5,1
"1441",1521,5,1979,10,10,1
"1442",1522,52,1968,5,14,0
"1443",1523,29,1931,8,30,0
"1444",1524,30,1962,1,13,0
"1445",1525,1,1943,3,9,1
"1446",1526,1,1935,3,15,0
"1447",1527,49,1934,12,18,1
"1448",1528,57,1964,3,20,1
"1449",1529,43,1972,6,20,0
"1450",1530,74,1945,8,6,0
"1451",1531,52,1960,6,28,0
"1452",1532,52,1962,10,30,1
"1453",1533,55,1960,12,22,1
"1454",1534,17,1952,12,22,0
"1455",1535,40,1936,10,28,1
"1456",1536,37,1967,10,13,0
"1457",1537,54,1979,12,7,1
"1458",1539,32,1923,11,19,1
"1459",1540,36,1937,11,7,1
"1460",1541,36,1933,3,6,0
"1461",1542,31,1919,12,8,1
"1462",1543,31,1927,6,2,0
"1463",1546,28,1930,4,13,1
"1464",1547,28,1927,12,20,0
"1465",1548,70,1923,3,4,1
"1466",1549,70,1928,11,14,0
"1467",1550,8,1946,11,21,0
"1468",1554,55,1944,12,15,1
"1469",1555,30,1950,9,14,1
"1470",1556,66,1950,4,2,1
"1471",1557,35,1959,12,14,0
"1472",1558,11,1927,1,25,0
"1473",1559,72,1940,10,20,1
"1474",1561,1,1923,9,16,0
"1475",1562,1,1919,8,14,1
"1476",1563,3,1978,8,6,1
"1477",1564,40,1947,6,25,0
"1478",1565,71,1960,5,19,1
"1479",1566,15,1966,10,20,0
"1480",1567,50,1930,4,19,1
"1481",1568,50,1927,6,29,0
"1482",1569,54,1956,7,17,0
"1483",1570,54,1958,6,17,1
"1484",1571,7,1967,10,15,0
"1485",1572,1,1963,12,12,0
"1486",1574,18,1979,2,18,1
"1487",1575,55,1923,10,6,0
"1488",1576,55,1919,5,2,1
"1489",1577,23,1944,4,19,1
"1490",1578,40,1971,8,15,0
"1491",1579,27,1963,10,13,1
"1492",1580,1,1968,6,18,0
"1493",1581,56,1963,4,15,0
"1494",1582,54,1934,2,14,1
"1495",1583,1,1972,1,8,0
"1496",1584,1,1962,1,29,0
"1497",1585,60,1935,7,20,1
"1498",1586,60,1934,1,12,0
"1499",1587,23,1928,5,5,1
"1500",1588,45,1950,10,29,1
"1501",1589,48,1951,11,27,0
"1502",1590,13,1940,8,10,0
"1503",1591,42,1953,7,7,0
"1504",1592,56,1928,4,11,1
"1505",1593,56,1925,5,31,0
"1506",1594,56,1939,9,29,1
"1507",1595,56,1954,12,16,0
"1508",1596,58,1978,10,22,0
"1509",1597,60,1956,5,10,1
"1510",1598,67,1925,4,25,1
"1511",1599,43,1964,10,8,1
"1512",1600,43,1965,6,15,0
"1513",1601,42,1969,3,29,0
"1514",1602,42,1968,12,30,1
"1515",1603,26,1968,8,27,1
"1516",1604,26,1969,7,21,0
"1517",1605,52,1980,9,21,0
"1518",1606,65,1982,9,2,1
"1519",1607,8,1941,5,26,0
"1520",1608,53,1941,11,11,1
"1521",1609,53,1944,5,30,0
"1522",1610,68,1942,4,23,0
"1523",1611,59,1963,12,2,0
"1524",1612,59,1959,6,30,1
"1525",1613,50,1961,1,15,1
"1526",1614,21,1938,5,18,1
"1527",1615,74,1952,4,28,0
"1528",1616,54,1938,5,23,1
"1529",1617,5,1950,4,30,0
"1530",1618,17,1979,12,7,0
"1531",1619,74,1942,1,27,0
"1532",1620,74,1936,5,15,1
"1533",1621,76,1952,4,5,0
"1534",1622,52,1950,10,12,1
"1535",1623,36,1963,7,9,1
"1536",1624,9,1965,9,10,1
"1537",1625,9,1973,7,12,0
"1538",1628,12,1957,3,25,0
"1539",1629,28,1966,9,1,1
"1540",1630,28,1964,2,19,0
"1541",1631,74,1976,4,30,1
"1542",1632,8,1943,2,20,0
"1543",1633,55,1972,8,28,0
"1544",1634,55,1969,11,10,1
"1545",1635,75,1930,9,2,0
"1546",1636,75,1932,9,12,1
"1547",1637,21,1943,10,20,1
"1548",1638,40,1954,1,30,0
"1549",1639,1,1959,5,1,0
"1550",1640,51,1953,6,13,0
"1551",1641,31,1923,1,28,0
"1552",1642,1,1959,10,10,0
"1553",1643,39,1976,4,17,0
"1554",1644,56,1976,6,6,1
"1555",1645,39,1961,3,10,0
"1556",1646,8,1966,3,17,1
"1557",1647,71,1978,3,26,0
"1558",1648,46,1952,3,12,1
"1559",1649,46,1950,3,16,0
"1560",1650,1,1953,3,29,1
"1561",1651,11,1966,7,10,0
"1562",1653,42,1944,6,19,1
"1563",1654,60,1963,12,8,1
"1564",1655,74,1972,2,4,1
"1565",1656,22,1968,6,18,0
"1566",1657,32,1935,10,2,1
"1567",1658,52,1929,8,21,0
"1568",1659,1,1937,12,15,0
"1569",1660,1,1982,12,11,0
"1570",1661,47,1953,4,16,0
"1571",1662,53,1967,9,7,1
"1572",1663,19,1957,4,29,1
"1573",1664,64,1918,11,10,0
"1574",1665,64,1912,3,2,1
"1575",1666,1,1941,8,31,1
"1576",1667,1,1940,8,13,0
"1577",1668,20,1949,8,17,0
"1578",1669,47,1952,10,25,1
"1579",1670,53,1961,5,7,1
"1580",1671,57,1931,9,15,0
"1581",1672,57,1928,1,7,1
"1582",1673,48,1972,7,9,1
"1583",1674,11,1920,10,27,0
"1584",1675,74,1940,2,15,1
"1585",1676,53,1953,2,3,1
"1586",1677,53,1946,9,7,0
"1587",1679,67,1942,4,17,0
"1588",1680,29,1975,3,28,0
"1589",1681,34,1940,11,25,1
"1590",1682,69,1956,9,7,1
"1591",1683,15,1951,12,24,0
"1592",1684,15,1946,10,25,1
"1593",1685,61,1944,4,21,0
"1594",1686,1,1947,11,8,0
"1595",1687,1,1947,2,27,1
"1596",1688,32,1923,8,10,1
"1597",1689,1,1936,12,4,1
"1598",1690,46,1947,8,17,0
"1599",1691,21,1978,2,8,0
"1600",1692,62,1972,2,7,1
"1601",1693,45,1980,7,6,0
"1602",1694,45,1979,12,27,1
"1603",1696,1,1923,3,21,0
"1604",1697,55,1964,1,10,0
"1605",1698,55,1967,11,21,1
"1606",1699,17,1955,3,11,1
"1607",1700,7,1949,3,9,1
"1608",1701,7,1945,6,11,0
"1609",1702,53,1973,4,7,0
"1610",1703,50,1918,1,11,1
"1611",1704,50,1914,10,3,0
"1612",1705,19,1946,7,1,0
"1613",1706,19,1944,7,19,1
"1614",1707,10,1951,2,18,1
"1615",1709,74,1952,12,13,0
"1616",1710,54,1944,2,11,1
"1617",1711,64,1962,6,14,0
"1618",1712,64,1964,1,1,1
"1619",1713,65,1935,4,21,1
"1620",1714,58,1945,5,22,1
"1621",1717,73,1979,3,7,0
"1622",1718,75,1938,7,27,1
"1623",1719,35,1970,8,9,1
"1624",1720,33,1934,2,24,0
"1625",1721,33,1934,7,2,1
"1626",1722,68,1933,10,1,1
"1627",1723,71,1981,2,28,0
"1628",1724,68,1934,10,21,0
"1629",1725,76,1959,1,18,0
"1630",1726,76,1952,6,3,1
"1631",1727,32,1951,1,21,1
"1632",1728,32,1946,8,18,0
"1633",1729,76,1947,5,16,1
"1634",1730,40,1932,12,15,1
"1635",1731,17,1968,11,30,0
"1636",1733,57,1974,7,20,0
"1637",1734,26,1975,11,10,1
"1638",1735,26,1976,5,31,0
"1639",1736,41,1979,4,17,0
"1640",1737,27,1955,7,30,1
"1641",1738,27,1963,1,25,0
"1642",1741,70,1932,7,2,1
"1643",1742,1,1954,6,6,1
"1644",1743,3,1959,7,27,1
"1645",1744,50,1969,12,28,0
"1646",1745,23,1959,10,18,0
"1647",1746,11,1959,9,10,0
"1648",1747,11,1956,2,20,1
"1649",1748,64,1976,12,31,1
"1650",1749,50,1928,11,17,0
"1651",1750,23,1964,12,31,1
"1652",1751,54,1959,1,24,1
"1653",1752,70,1978,11,23,1
"1654",1753,60,1979,2,26,0
"1655",1754,57,1979,5,29,1
"1656",1755,65,1965,8,18,0
"1657",1756,1,1936,7,8,1
"1658",1757,1,1937,9,30,0
