"" "loan_id" "amount" "duration" "payments" "status" "loan_year" "loan_month" "frequency" "account_days" "n_clients" "gender" "age" "has_card" "inhabitants" "municipalities_inhabitants_under_499" "municipalities_inhabitants_500_1999" "municipalities_inhabitants_2000_9999" "municipalities_inhabitants_over_10000" "cities" "ratio_urban_inhabitants" "average_salary" "unemploymant_rate_95" "unemploymant_rate_96" "enterpreneurs_per_1000" "commited_crimes_95" "commited_crimes_96" "n_operation" "n_credit" "n_withdrawal" "ratio_credit" "ratio_withdrawal" "n_collect_bank" "n_withdraw_card" "n_credit_cash" "n_interest" "n_remittance_bank" "n_withdraw_cash" "ratio_collect_bank" "ratio_withdraw_card" "ratio_credit_cash" "ratio_interest" "ratio_remittance_bank" "ratio_withdraw_cash" "amount_min" "amount_max" "amount_mean" "amount_std" "balance_min" "balance_max" "balance_mean" "balance_std" "n_sanctions"
"n_credit" 0.201453301585448 0.0166193979507823 0.0113552314849381 -0.00834848947629899 -0.0935977864410596 -0.0480462534534801 -0.0929817870095386 -0.00471359421542977 0.0155915539371866 -0.0394869794547843 -0.0706218601271812 0.00815968940132813 -0.0739399886718525 -0.0156520476648136 0.00521551769029109 0.013274722430315 0.0430763814484234 0.0598023291094424 0.105455439114695 0.00854659667122225 -0.00433758955473676 -0.0597608088827206 -0.0436420242420877 0.0713656865002735 -0.0166002775832941 -0.0177556205789218 0.593669548501031 1 0.294191370967608 0.0728354212847468 -0.0728354212847654 -0.210493515130314 -0.0298442396562746 0.583507267428091 0.714658556757594 0.0423475175365917 0.387079058780197 -0.212269169903153 -0.0695835348682436 0.120669920883596 0.161398950809965 -0.0402833866050672 -0.0446054682273596 -0.273013363635712 0.0407896005926671 -0.1772252357014 0.0560504173102631 -0.0374510343852914 0.249700325627621 0.213924689199408 0.25931157848023 0.216929326435867
"n_withdrawal" 0.00927971423459427 0.0096616261656196 0.0160857793033256 0.0122308388139391 0.136148063210207 0.0552769734644805 -0.127318139816173 0.058704348981905 0.628123593291953 0.0450916033690532 0.0839491017815377 -0.0233797358593893 0.13038317380084 -0.00885159284849885 0.0610721383632133 -0.012736097117392 0.000591552933553602 -0.0111237525252241 0.116005197808508 -0.00162825833377653 -0.0465722814409621 -0.0267570342600412 -0.0290393891564269 0.0353079826999543 -0.00788651054275232 -0.00713175921663669 0.943750232164293 0.294191370967608 1 -0.858898232284456 0.85889823228444 -0.0132643072473763 0.0951312880375284 0.19267923409942 0.112671192397947 0.733745480672776 0.842468843895306 -0.140337329103831 0.00190036968190298 -0.377337690092105 -0.646362650289503 0.653165803584837 0.416911162220279 -0.335223706391563 0.246372826706974 -0.703247697354567 0.0305036264468065 0.0465555116817977 0.309741239258781 0.220138305154111 0.0998770993767893 0.0523612946114903
"ratio_credit" 0.0912909715370636 -0.038180367351232 -0.0685613961085759 0.000485288413596631 -0.217681960977361 -0.0750971777311282 0.0717178155220915 -0.0641768817011676 -0.656500382987548 -0.0730730227812874 -0.109193434940029 0.0334739588941564 -0.128452723528437 -0.0177093181807998 -0.0522678589418499 0.0455045008644111 0.0288919248473489 0.0348335149027077 -0.0484995952353855 -0.0177070431197463 0.0151380051362091 0.0157633819599517 0.0221028081116749 -0.0280865379238917 -0.0181771679190223 -0.0183161528194234 -0.697966830295386 0.0728354212847468 -0.858898232284456 1 -1.00000000000001 -0.108840877751037 -0.063843871986424 0.0780323785232721 0.0987057630705311 -0.577010786445809 -0.766290200940929 0.0191062337361021 -0.000317399555793853 0.570552131108375 0.685134804302493 -0.573889072485052 -0.656806676686955 0.264383044450697 -0.2713810738852 0.789152273171012 -0.0486975671237934 -0.0319102352715623 -0.248477859858453 -0.187335503296895 -0.0168222343397475 0.00628571666268715
"ratio_withdrawal" -0.091290971537083 0.038180367351227 0.0685613961085694 -0.000485288413600253 0.217681960977357 0.0750971777297355 -0.0717178155220927 0.0641768817011486 0.656500382987536 0.0730730227812778 0.109193434940026 -0.0334739588941596 0.128452723528437 0.0177093181808002 0.0522678589418461 -0.0455045008644121 -0.0288919248473505 -0.0348335149027147 0.0484995952353826 0.0177070431197237 -0.015138005136217 -0.015763381959953 -0.0221028081116854 0.0280865379238809 0.0181771679190226 0.0183161528194237 0.697966830295388 -0.0728354212847654 0.85889823228444 -1.00000000000001 1 0.108840877751036 0.0638438719864234 -0.0780323785232858 -0.0987057630705518 0.577010786445808 0.76629020094092 -0.0191062337361024 0.000317399555793684 -0.570552131108374 -0.68513480430249 0.573889072485047 0.656806676686953 -0.264383044450695 0.271381073885196 -0.789152273171011 0.0486975671237949 0.0319102352715613 0.248477859858446 0.187335503296897 0.0168222343397171 -0.00628571666268737
"n_collect_bank" 0.00144484865876951 0.0431019663805897 -0.0387229851474867 0.086811512259967 0.126903271122369 -0.0287561340760456 0.0414096464925553 -0.0512566249888239 -0.0579315898911769 0.0749601741338118 -0.00439203263157122 0.0531100804664763 0.061605654528517 -0.00928720815763426 0.0923162049649785 0.0156342657779007 -0.00413422954472992 0.0254214571021395 0.00413280336028787 -0.0500874128828782 -0.0124687125390973 -0.0353209776627032 -0.0507896685103327 -0.006619454742699 -0.00792308530252725 -0.00607331638417846 -0.0839924798973842 -0.210493515130314 -0.0132643072473763 -0.108840877751037 0.108840877751036 1 -0.0144087105331297 -0.831558481797165 0.0139213116381873 -0.0461658789739789 0.0180955778634616 0.95725404354487 -0.0223104631379161 -0.760822921662078 0.0549088171063255 -0.0199120075145328 0.148591978755367 0.0166115727401481 0.256354422776762 0.0338567032678196 0.246565507545318 0.156284399389776 -0.0156107409574314 0.12590591993033 -0.0290166707188239 -0.0645343475141052
"n_withdraw_card" 0.00814313037035134 -0.00497823216927462 0.0340149510166842 -0.0306528253872491 0.0493086781819598 0.0444341537768204 -0.00556693742094489 -0.0353445100194718 0.0930219243210309 -0.0267729888595291 0.0423891536959559 -0.0388335661854259 0.655393737740867 -0.0353623401348981 0.00628100651903373 0.0512747165225887 0.0700503293539435 -0.118604042309601 0.0388164983521211 -0.0538408663904372 -0.0296326227590214 -0.00553040806461143 -0.00962137951215338 -0.0485981210095852 -0.035168974661048 -0.0368682115510612 0.0697723955643182 -0.0298442396562746 0.0951312880375284 -0.063843871986424 0.0638438719864234 -0.0144087105331297 1 1.94761877223507e-05 -0.0287637399687896 0.0774714595322299 0.0391409137755403 -0.0260751178837889 0.850916888781514 -0.0301445884427417 -0.0254118904504535 0.0478860063526286 -0.0249671264470444 -0.0319797973700847 0.0262622616938861 -0.0381147557971758 0.0184306857840258 -0.0114022279396329 0.0223596234535217 0.038138608507121 0.0113366811344851 -0.0190933478712314
"n_credit_cash" 0.025862997020247 0.00648288802528967 0.0329181633416162 -0.0324403065711499 -0.112296283680433 -0.00534363704985604 -0.0659520586967576 0.0108403667418862 0.0175693444592494 -0.0633455287409664 -0.0102054519606649 -0.0420720846461489 -0.0726266672380843 -0.0349708955625645 -0.0250278162861879 0.0269284946652725 0.0294931321429805 -0.00728955311928111 0.0586604942987242 -0.00298175085191546 -0.0400387526879433 0.0115187409518299 0.0291358942244729 0.00583231304136565 -0.0335123182016402 -0.034927362389524 0.364105679053277 0.583507267428091 0.19267923409942 0.0780323785232721 -0.0780323785232858 -0.831558481797165 1.94761877223507e-05 1 0.0466495750997496 0.074429613300969 0.21590576937739 -0.791763624252917 -0.0293678900303618 0.707165841579705 -0.209304525674698 0.0102772719280355 -0.0998448293334838 -0.21111428827311 -0.141057955272208 -0.0610036743371038 -0.0700220511431619 -0.109889427378061 0.21357422572526 0.0954563323787522 0.232702365032891 0.0534355971090181
"n_interest" 0.26128585528949 -0.0382609583849233 0.00307618188301798 -0.0572149222444681 -0.0889347637588975 -0.0296413505798036 -0.0710400572312809 0.0343190169189025 0.0612183875828601 -0.033680919126385 -0.0848061236097981 0.0267140625309921 -0.0535734919535337 0.0518984715807208 -0.0566539897666696 -0.0482888216566193 0.0167610069643659 0.0752437245776816 0.0489964520107976 0.0790270460719088 0.0825986761769445 -0.071107957284969 -0.06028565024092 0.107324753582682 0.0460861907513937 0.0447009289401335 0.34211574116909 0.714658556757594 0.112671192397947 0.0987057630705311 -0.0987057630705518 0.0139213116381873 -0.0287637399687896 0.0466495750997496 1 -0.0171328588870269 0.175227090144089 -0.0111893912801012 -0.0260789019616009 -0.209754069172426 0.571390234745483 -0.0572858396031889 -0.0625114896089864 -0.0498032034889798 0.0160506915890968 -0.201185069285941 -0.0803974244158838 -0.0420914631896305 0.00804307471154423 0.0015833982448106 0.00353217308583667 0.313455379037659
"n_remittance_bank" -0.00425733455188948 -0.119979351956655 -0.0429392647139268 -0.0882308960155645 0.185341983154864 0.0501301612727809 0.00383492756498927 0.110747010787297 0.345234985136691 0.0338901290549346 0.0584773653941813 -0.00475921176077002 0.110184867185091 0.00678491808775058 0.0406337710968847 -0.0261901591249628 -0.0308012612030182 -0.0300605778022311 0.0552112642071258 0.00693789911385059 -0.0313016525839035 0.0171268668733917 0.00649026249862964 0.0293533736523846 0.00907329682705193 0.0112082882718174 0.632441884225601 0.0423475175365917 0.733745480672776 -0.577010786445809 0.577010786445808 -0.0461658789739789 0.0774714595322299 0.074429613300969 -0.0171328588870269 1 0.252898704319519 -0.126117161932872 0.0121748415323552 -0.225859373486224 -0.446685511954063 0.97039415141842 -0.208639931120753 0.0154533406929556 -0.0650406261107673 -0.397112065745384 -0.251219908438233 0.0916702523704742 -0.0400711849032796 -0.126371006213633 -0.177916483597804 -0.0598209918385161
"n_withdraw_cash" 0.0163116868665987 0.108817219992331 0.0556895075195245 0.0882834769193 0.0458603471184274 0.0376203416126681 -0.184388488509636 -0.00260746580164265 0.61944120947404 0.0384475276247627 0.0719783020270972 -0.0282067108948226 0.0756942580555698 -0.0167399549533576 0.0547379049361733 0.000738569608536484 0.0227273348282802 0.0120877955840474 0.120397911058305 -0.00590906984508036 -0.0406167487424011 -0.0515016402199973 -0.0462019013032968 0.0288529519089561 -0.0171799482530653 -0.0177318572087252 0.843250196186041 0.387079058780197 0.842468843895306 -0.766290200940929 0.76629020094092 0.0180955778634616 0.0391409137755403 0.21590576937739 0.175227090144089 0.252898704319519 1 -0.0994808131564955 -0.0369192692324235 -0.358430651645002 -0.567619354859764 0.162445738557154 0.760351581757843 -0.489111884483168 0.40182159848209 -0.687484556128715 0.24148040126135 -0.00569212667809002 0.472578368482416 0.41248533022106 0.282696388579646 0.122638013564686
"ratio_collect_bank" 0.000198124004001466 0.0459814451984966 -0.0129338283907799 0.0588991669220954 0.115594902528259 -0.0589241996397509 0.0757112975701823 -0.040777903813356 -0.169331130929146 0.0634629704337137 -0.0267754976424104 0.0730848532597319 0.0337411794131898 -0.021645954849003 0.106010951698593 0.0456405033119543 0.0106450322473725 0.0593256429355137 0.0103911983087345 -0.0612417468541557 -0.0230943417157093 -0.00501617246965152 -0.0225097341992862 -0.0264066395012094 -0.0217845102757188 -0.0202429393031805 -0.191598344806445 -0.212269169903153 -0.140337329103831 0.0191062337361021 -0.0191062337361024 0.95725404354487 -0.0260751178837889 -0.791763624252917 -0.0111893912801012 -0.126117161932872 -0.0994808131564955 1 -0.0291601299617131 -0.71099121289967 0.136665031438058 -0.0967007879278117 0.0680938539369702 0.0310031640409865 0.203960028523921 0.168176876794525 0.263996148623583 0.112212636281715 -0.0398996358363517 0.120432394127004 -0.017090180212253 -0.0716743020724766
"ratio_withdraw_card" 0.0521525117042025 0.0829652121420757 0.0624641145380985 0.0273977580525825 0.0430681136903827 0.0651508560798435 0.0438127152796743 -0.121268982699106 0.061921281986659 -0.0318142958288624 0.0564675892174852 -0.0482992757085354 0.572446332972591 -0.0318035822191526 0.0115963688958956 0.125696550866623 0.131033802214706 -0.116463009493538 0.0659157310567054 -0.0841934219478404 -0.0369482719240528 -0.0192785623619053 -0.0206897521576619 -0.0441443746834255 -0.0347588277523945 -0.035390571130265 -0.0224737312518396 -0.0695835348682436 0.00190036968190298 -0.000317399555793853 0.000317399555793684 -0.0223104631379161 0.850916888781514 -0.0293678900303618 -0.0260789019616009 0.0121748415323552 -0.0369192692324235 -0.0291601299617131 1 -0.0156107107435551 0.0631007982533839 -0.0078004271240143 -0.0589533284630965 -0.0188921461095547 0.0150345571788121 -0.00117389111880409 0.0143161633098977 -0.0193637025473468 0.0129153953092892 0.0245692507184158 0.00903694135710998 -0.0166768712358035
"ratio_credit_cash" -0.0128212834463187 -0.0362908305687645 -0.0429875917603362 0.00284707790270069 -0.204533345411502 -0.0116715348771312 -0.00135505157323198 -0.0248102232347961 -0.289962881621614 -0.0772230347988575 -0.0546258992708923 -0.0417024260984129 -0.10327238966424 -0.024457148549752 -0.0779237813971204 0.0176790363180292 0.0123386735598216 -0.0453049758864945 -0.0165287350210536 0.000808181037406177 -0.0123906335931439 0.0124330350000591 0.0279076400269379 -0.0193572767397424 -0.0213707788359327 -0.0218853002987544 -0.275958512525145 0.120669920883596 -0.377337690092105 0.570552131108375 -0.570552131108374 -0.760822921662078 -0.0301445884427417 0.707165841579705 -0.209754069172426 -0.225859373486224 -0.358430651645002 -0.71099121289967 -0.0156107107435551 1 0.0207359591373595 -0.246877954701797 -0.447665643415868 0.106373678392941 -0.315209186429818 0.415943373592049 -0.183155383348393 -0.0791347932265792 -0.0796110804330065 -0.162395507609702 0.0520668124190406 -0.0108497923751458
"ratio_interest" 0.183464855165126 -0.0556502931587312 -0.0259146341058429 -0.0751115653575614 -0.145612385388847 -0.0395898464600537 0.037393085490409 -0.01812242270001 -0.416674176087991 -0.0627882818755342 -0.0592370947679816 0.0474527201244068 -0.0764805957791614 0.0397862627924984 -0.0760990291564687 -0.00740054274665475 0.0152771852781644 0.0729719586863347 -0.0672615128605818 0.0410018985305274 0.0770278029193576 0.0108778214431164 0.0146265259106417 0.0179407871019207 0.0334703638762938 0.0323187925319515 -0.488378179768756 0.161398950809965 -0.646362650289503 0.685134804302493 -0.68513480430249 0.0549088171063255 -0.0254118904504535 -0.209304525674698 0.571390234745483 -0.446685511954063 -0.567619354859764 0.136665031438058 0.0631007982533839 0.0207359591373595 1 -0.437983563926273 -0.413092459950621 0.231542142903241 -0.142951519381936 0.419730511389729 -0.0665533401573814 -0.0456054819783745 -0.242040111142266 -0.175469111464322 -0.104498442967884 0.117015444085994
"ratio_remittance_bank" -0.0120324451524612 -0.130427532170417 -0.0363184273039476 -0.103285499588838 0.237997873677982 0.0486358990322091 0.0372429178772044 0.114473942886078 0.306252623267804 0.0392433484534488 0.060684653985699 -0.00286819530812418 0.0963935866159217 0.0301638982480759 0.0275705834830118 -0.0437689106284427 -0.0427288036121962 -0.0390561233251709 0.0212027913949689 0.0263792940632278 0.00078361677358363 0.0171374515662864 0.00213943241415144 0.0462501518935622 0.0316301916079001 0.0336615439759836 0.536008519874949 -0.0402833866050672 0.653165803584837 -0.573889072485052 0.573889072485047 -0.0199120075145328 0.0478860063526286 0.0102772719280355 -0.0572858396031889 0.97039415141842 0.162445738557154 -0.0967007879278117 -0.0078004271240143 -0.246877954701797 -0.437983563926273 1 -0.23818459897412 0.092775642255614 -0.116207175728514 -0.405764293696953 -0.300796824720809 0.0944829553395935 -0.112470517282647 -0.185161380579465 -0.245349446024478 -0.0762655990123539
"ratio_withdraw_cash" -0.10047860011632 0.15940673081025 0.110339390077814 0.0924187153638308 0.0363167635313085 0.0399098236137693 -0.12199047505948 -0.0210594921406374 0.491813978346304 0.0525833601153963 0.0697846263032881 -0.0337771047955889 0.0254932659565837 -0.00461382207051677 0.0357864014928083 -0.0220396526951936 -0.00368584185319704 0.00236590798063087 0.03355996791748 0.00234108976340761 -0.0161807818153345 -0.0331084792359036 -0.0267503223270533 -0.00627726178275561 -0.00520959689991874 -0.0068678389397871 0.335594132160065 -0.0446054682273596 0.416911162220279 -0.656806676686955 0.656806676686953 0.148591978755367 -0.0249671264470444 -0.0998448293334838 -0.0625114896089864 -0.208639931120753 0.760351581757843 0.0680938539369702 -0.0589533284630965 -0.447665643415868 -0.413092459950621 -0.23818459897412 1 -0.396847939461463 0.42689750694849 -0.56151609831288 0.332816757092987 -0.0476761093938309 0.396498796807487 0.390082041014892 0.244538508921839 0.0636796127757848
"amount_min" -0.0340318044093053 -0.214465512118486 0.0498520832170607 -0.27819559253458 -0.00600582869998995 -0.0465300832982969 0.00406327793657129 0.16168805001795 -0.250776167712017 0.00967938753199545 -0.00909171168617533 -0.0122676130632236 -0.0612432915927155 0.0109083195486799 -0.0198011588620683 0.00751990046044565 0.0534344259164486 -0.163401207745473 -0.0560797763578833 -0.0514153952257927 -0.00218202245801712 -0.0941583654980267 -0.0969736967033664 0.0713133197938186 0.0111447582962245 0.0136901534556424 -0.376702269653172 -0.273013363635712 -0.335223706391563 0.264383044450697 -0.264383044450695 0.0166115727401481 -0.0319797973700847 -0.21111428827311 -0.0498032034889798 0.0154533406929556 -0.489111884483168 0.0310031640409865 -0.0188921461095547 0.106373678392941 0.231542142903241 0.092775642255614 -0.396847939461463 1 -0.808245127110796 0.153499273642013 -0.804122215956229 0.0781007071784369 -0.921820631780811 -0.744146566755841 -0.851448802709975 -0.0460362710604441
"amount_max" 0.0440840181874953 0.246625825347272 -0.0799882362682151 0.358672364175412 0.00499592739295632 0.0225339002919039 0.0271788135254595 -0.25071631092544 0.133077258931329 0.00552027162198922 -0.00948053575124639 -0.00466771259137883 0.103899567185053 -0.0287747635341439 0.0023898870658742 -0.00165210848513205 -0.0458942732542735 0.124180944846401 0.0148893207765166 0.0121733402272096 -0.00678936336462355 0.101951248016917 0.107333752632822 -0.0875555251774025 -0.0273191598371431 -0.0284609055940758 0.221550236669607 0.0407896005926671 0.246372826706974 -0.2713810738852 0.271381073885196 0.256354422776762 0.0262622616938861 -0.141057955272208 0.0160506915890968 -0.0650406261107673 0.40182159848209 0.203960028523921 0.0150345571788121 -0.315209186429818 -0.142951519381936 -0.116207175728514 0.42689750694849 -0.808245127110796 1 -0.0434409753315437 0.902441467682267 -0.0257431004562542 0.843570906267827 0.771206187222796 0.808852254080204 0.102783086883034
"amount_mean" -0.0315524467675922 -0.0442924066526784 -0.103261513702785 0.0302219383326803 -0.0564482616948425 -0.0498036817724095 0.0990107623497893 -0.0914837349011032 -0.669971488553982 -0.0401556336852886 -0.0920493265596263 0.0512301173245796 -0.0713993221371716 -0.024827986276298 -0.0203368821471087 0.0936186519707527 0.0410964878243826 0.0685390440885859 -0.0409480798407474 -0.0578928378879061 -0.0182514815891328 0.0453828520431115 0.0493576382650465 -0.063056822935427 -0.0252869628468891 -0.0244300282855099 -0.653427278902895 -0.1772252357014 -0.703247697354567 0.789152273171012 -0.789152273171011 0.0338567032678196 -0.0381147557971758 -0.0610036743371038 -0.201185069285941 -0.397112065745384 -0.687484556128715 0.168176876794525 -0.00117389111880409 0.415943373592049 0.419730511389729 -0.405764293696953 -0.56151609831288 0.153499273642013 -0.0434409753315437 1 0.197959328361338 0.0370918199428156 -0.11198790384518 0.0369918919261619 0.11816323724863 -0.0817040847553797
"amount_std" 0.0166529754799612 0.243582739254744 -0.0501566038436545 0.318252431795131 0.029759538014925 0.0288479299805269 0.0391800636541985 -0.236928893375816 -0.0732396165176975 -0.00231251457303068 -0.0336790144956135 0.016470957349699 0.0573660161363088 -0.0122875711375307 0.0205221009584558 0.0147229924007133 -0.047063983025189 0.14378430285309 -0.0101619732263825 0.0122071783296242 0.00233371373313295 0.100650385522182 0.100315336048174 -0.0941125021161399 -0.0118968868158718 -0.0133328382251231 0.0450748443202264 0.0560504173102631 0.0305036264468065 -0.0486975671237934 0.0486975671237949 0.246565507545318 0.0184306857840258 -0.0700220511431619 -0.0803974244158838 -0.251219908438233 0.24148040126135 0.263996148623583 0.0143161633098977 -0.183155383348393 -0.0665533401573814 -0.300796824720809 0.332816757092987 -0.804122215956229 0.902441467682267 0.197959328361338 1 -0.0212962245348695 0.828340055581342 0.852567932317139 0.858735285424533 -0.00295915914656849
"balance_min" 0.101696458233903 -0.127031230704939 -0.114239337823474 -0.0508137497013374 0.226679245288933 -0.0400935073378795 -0.0565147028728749 0.0508784280512078 0.0451524324885901 0.0639088308872769 -0.032971615746479 0.0867232269597312 -0.0204258294203567 0.0474716712240527 0.0241709552260264 -0.0259407615587045 -0.0560720783353935 0.0525108266190662 0.009153429710672 0.0375828738056387 0.0711086541104325 -0.0598804199165914 -0.0829062175566853 0.0889894395251201 0.0489751489921653 0.0538596761072597 0.0262413794767129 -0.0374510343852914 0.0465555116817977 -0.0319102352715623 0.0319102352715613 0.156284399389776 -0.0114022279396329 -0.109889427378061 -0.0420914631896305 0.0916702523704742 -0.00569212667809002 0.112212636281715 -0.0193637025473468 -0.0791347932265792 -0.0456054819783745 0.0944829553395935 -0.0476761093938309 0.0781007071784369 -0.0257431004562542 0.0370918199428156 -0.0212962245348695 1 -0.0532028929427362 0.0394464625096643 -0.0927430116010311 -0.238666717766137
"balance_max" 0.0321156358147908 0.233355635204097 -0.0360180869937252 0.297737268861075 0.0198652850493838 0.0431956927071791 0.0134681029974913 -0.168465859498012 0.211672333474805 0.00220078068381903 -0.0106742390525935 -0.0250017343221735 0.0718078040605723 -0.0432389640628101 0.0341847402037846 0.0299303272330151 -0.0273058566397856 0.155146831138319 0.0696665721342018 0.0183083444657466 -0.0283901678074767 0.131447665860384 0.129066273802539 -0.100499382965527 -0.044458920687574 -0.0459535514151565 0.347181221781351 0.249700325627621 0.309741239258781 -0.248477859858453 0.248477859858446 -0.0156107409574314 0.0223596234535217 0.21357422572526 0.00804307471154423 -0.0400711849032796 0.472578368482416 -0.0398996358363517 0.0129153953092892 -0.0796110804330065 -0.242040111142266 -0.112470517282647 0.396498796807487 -0.921820631780811 0.843570906267827 -0.11198790384518 0.828340055581342 -0.0532028929427362 1 0.812812014894725 0.922668141355511 0.00498141752539414
"balance_mean" 0.0370194662066579 0.124375609704883 -0.0381944136015983 0.176370637169003 0.193984998452671 0.0620630316019457 0.0629397990278514 -0.162202762567044 0.0611681340638718 0.0520035010000715 -0.066849621193862 -0.0502860409061701 0.0648351600672857 -0.0274000373635517 0.0624757227007822 0.0645131542479324 0.0107656643370778 0.139156071125144 0.0712665301240041 -0.0224364715299317 -0.0259810860466824 0.0736489397669586 0.0663977607116507 -0.0729466445642826 -0.0297498993024294 -0.0295443040083513 0.259361050367426 0.213924689199408 0.220138305154111 -0.187335503296895 0.187335503296897 0.12590591993033 0.038138608507121 0.0954563323787522 0.0015833982448106 -0.126371006213633 0.41248533022106 0.120432394127004 0.0245692507184158 -0.162395507609702 -0.175469111464322 -0.185161380579465 0.390082041014892 -0.744146566755841 0.771206187222796 0.0369918919261619 0.852567932317139 0.0394464625096643 0.812812014894725 1 0.772329441285181 -0.108754981573743
"balance_std" 0.00345055329566669 0.226052196656094 -0.0469043702304097 0.293776802097364 -0.0834673716774046 0.0309087719096722 0.0111476145853482 -0.230167574100473 -0.0179869006647721 -0.0414945169820474 -0.0391349449082589 -0.0163164285649962 0.0431389161937623 -0.03251247392768 0.01139292584236 0.00867352362360022 -0.048601169930098 0.146159293823764 0.0384770927877947 0.027473214871424 -0.00645440445954466 0.124011458954445 0.126611569174851 -0.0926832815559699 -0.0300263590653097 -0.0315076786913477 0.173807326972752 0.25931157848023 0.0998770993767893 -0.0168222343397475 0.0168222343397171 -0.0290166707188239 0.0113366811344851 0.232702365032891 0.00353217308583667 -0.177916483597804 0.282696388579646 -0.017090180212253 0.00903694135710998 0.0520668124190406 -0.104498442967884 -0.245349446024478 0.244538508921839 -0.851448802709975 0.808852254080204 0.11816323724863 0.858735285424533 -0.0927430116010311 0.922668141355511 0.772329441285181 1 0.104825521981238
"n_sanctions" 0.0202424924543909 0.0568841031245982 0.0213494567501832 0.0381908915453428 -0.234212658469964 -0.00987197735749556 -0.0904065743048851 -0.0423342085581855 0.0152052464954793 -0.0851497657407857 -0.0419034509946327 -0.0851233119765376 -0.0291326370267831 -0.0222549291636877 -0.0752975784374446 -0.019540764000703 -0.0288793681478141 -0.101524864411748 -0.039193656815777 -0.00649322827172709 0.0240497983018661 -0.0144336643702669 0.0081330613953219 0.0351145537114383 -0.0137555099767718 -0.0191436328296849 0.119137525100868 0.216929326435867 0.0523612946114903 0.00628571666268715 -0.00628571666268737 -0.0645343475141052 -0.0190933478712314 0.0534355971090181 0.313455379037659 -0.0598209918385161 0.122638013564686 -0.0716743020724766 -0.0166768712358035 -0.0108497923751458 0.117015444085994 -0.0762655990123539 0.0636796127757848 -0.0460362710604441 0.102783086883034 -0.0817040847553797 -0.00295915914656849 -0.238666717766137 0.00498141752539414 -0.108754981573743 0.104825521981238 1
